title,author (first last),author (last name),text,month,year,venue,edited by,form (if known),gender (if known),themes,second venue,published in (city),Magazine Type,Author Bio.
Africa--A Medley,E.L. Blackshear,Blackshear,"Her limbs in chain
From cross the Main
By Slaver brought
To Freedom's shore,
By art untaught,
Of savage Lore,
And...",March,1904,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,"Africa, Labor, Slavery, Religion",,Atlanta,Predom. Black,
Christopher Marlowe,Benjamin Griffith Brawley,Brawley,"O you who wrote your sounding line
On Shakespeare's mighty mind and heart,
Before the time of...",February,1904,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",Octave,male,Intertext,,Atlanta,Predom. Black,
The Dawn ,Benjamin Griffith Brawley,Brawley,"There came a dark youth singing in the dawn
Of a new freedom, to a mellow...",May,1904,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",Sonnet,male,"Progress and Racial Uplift, Religion",,Atlanta,Predom. Black,
In a Southland Vale ,James D. Corrothers,Corrothers,"Down in the Southland once I found a vale
   Wherein I thought the...",April,1904,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",Sonnet,male,,,Atlanta,Predom. Black,
The Peace of God ,James D. Corrothers,Corrothers,"I.
I sat at eve, as the sun sunk low,
And the shadows grew, and the dark...",June,1904,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,Religion,,Atlanta,Predom. Black,
The Voice of the Negro ,Daniel Webster Davis,Davis,"Stop! O, Nation, stop and listen!
Listen with your heart and brain,
Hear the weird Voice of...",February,1904,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,"Labor, Progress and Racial Uplift",,Atlanta,Predom. Black,
The Door ,Henry Davis Middleton,Middleton,"Despair and darkness veils the rugged way
   That winds o'er crag and barren...",May,1904,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",Common Measure,male,"Racism, Slavery",,Atlanta,Predom. Black,
Refining Fire ,L.A.J. Moorer,Moorer,"What a cost to be pure! did it e'er strike your mind
That the gold so...",February,1904,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",Common Measure,male,Religion,,Atlanta,Predom. Black,
Cupid's Defiance,John Henry Adams,Adams,"Southward the fleeting sun long since has sped,
And from the West the sunset's ruddy glow
Gleams...",March,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
The War is Ended,Clarence Emery Allen,Allen,"The strife is o'er; the bloody war is done;
The bitter night hath faded with a...",October,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
The Problem,Benjamin Griffith Brawley,Brawley,"Ye who have the vision, ye who know the plan
Of the stretch of empire o'er...",January,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,"Empire, Slavery, Civil War",,Atlanta,Predom. Black,
The Education,Benjamin Griffith Brawley,Brawley,"There was a time when Socrates
The wisdom of the young men drew,
When not such leaden...",May,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
Regret,Olivia Ward Bush-Banks,Bush-Banks,"I said a thoughtless word one day,
A loved one heard, and went away;
I cried: ""Forgive...",June,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Voice,Olivia Ward Bush-Banks,Bush-Banks,"I stand upon the vaunted plain
   Of many a vanished year,
And ever o'er...",December,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Out of the Depths,Amanda Carter,Carter,"Out of the depths, O Lord,
I call to Thee.
And for Thy mercy, Lord, I plead
Continually.
Let...",November,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Since the War,B. B. Church,Church,"Dar's many t'ings dat's done been changed
sence de yankees fit an' died:
De black man's heart...",October,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,"AAVE, Slavery, Labor",,Atlanta,Predom. Black,
To My Poet Lover,Carrie Williams Clifford,Clifford,"O, rapturous dreamer! O, singer divine!
With passionate ardor thy sweet song thrills,
And the bitter-sweet pain...",March,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Political Prayer,C.H. Cooper,Cooper,"Our President who art in Washington,
Roosevelt be thy name;
You are the man for the colored...",February,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
Lincoln,James D. Corrothers,Corrothers,"I.

Upon a flatboat, floating with the tide
Ofa great river, a young boatman stands,
Lofty of brow;...",January,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,"Lincoln, Civil War, Slavery",,Atlanta,Predom. Black,
A Face,James D. Corrothers,Corrothers,"A face of dreams and roses
Pleads tenderly with me- 
A sweet face that reposes
In death,...",March,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
Green Apples,Daniel Webster Davis,Davis,"I have suffered from the measles, the whooping -cough and mumps;
I've had the scarlet fever,...",November,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
A Prayer,E. Augusta Deace,Deace,"I do not ask, O Lord, in this short life,
In some sequestered, quiet nook to...",September,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
A Cotton-Field Melody,Leroy Ferguson,Ferguson,"Like winter's drifted snowflakes hoar
That tossed in old sleigh bells,
The dainty flakes of cotton white
Are...",April,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,"Slavery, Labor",,Atlanta,Predom. Black,
Higher Criticism,Silas X. Floyd,Floyd,"Brothah Johnson, I'se been lis'nin'
At yo' preachin' in dis town,
And fur Goodniss' sake I tell...",January,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,AAVE,,Atlanta,Predom. Black,
Playing it Out to the End,Silas X. Floyd,Floyd,"When you pull the trigger you've made your last play;
Hold on and your luck might...",February,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
Ante-Bellum Cooking,Silas X. Floyd,Floyd,"You kin talk about yo ' dinnahs
Dat you think so rich an' gran ',
An' yo...",February,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,"AAVE, Slavery",,Atlanta,Predom. Black,
The Rescue,Silas X. Floyd,Floyd,"Fierce through the windows the red flame broke,
And dark and high rose the cloud of...",March,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
Wayside,Silas X. Floyd,Floyd,"De driftin' snow done lef' de groun'—
I's glad it couldn't stay;
De welcome sun is in...",April,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,AAVE,,Atlanta,Predom. Black,
A Song For All,Silas X. Floyd,Floyd,"Dah's music 'nuff to go aroun',
An ' all kin sing who will.
De spring -bird sendin'...",May,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,AAVE,,Atlanta,Predom. Black,
The Tried and the True,Silas X. Floyd,Floyd,"Who has never once been tempted
Never can be truly strong;
Only those who fight the battle
Know...",June,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
In Dreamland,Silas X. Floyd,Floyd,"I's a-settin' in my li'l' cabin do',
An' a-dreamin' uv de days uv long ago,
W'en my...",July,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
A Cotton-Picking Song,Silas X. Floyd,Floyd,"Each cotton row
As white as snow,
The cotton is ready for picking;
Come swing your sack
Across your...",August ,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
Fishing Time,Silas X. Floyd,Floyd,"I jes' can't fix my min' to-day,
On nothin' 't all like workin',
An' ef I had...",August ,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
She's My Old Woman Still,Silas X. Floyd,Floyd,"In wintah-time an' summah, too—
   She my ol' 'oman still!
Ter her I's sho'ly...",November,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,AAVE,,Atlanta,Predom. Black,
The Niagara Movement,James Edgar French,French,"Like as a stream with ice-gorge chok'd and pent,
Moves imperceptibly its way along,
Beneath whose surface,...",November,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,"Race, Progress-and-Racial Uplift",,Atlanta,Predom. Black,
The Painter,Will H. Hendrickson,Hendrickson,"She is a graceful artist,
And with artists she keeps apace,
For daily does she practice
On her...",October,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
Aspiration,Will H. Hendrickson,Hendrickson,"Oft has my heart been prey unto despair;
Oft have my tired hands dropped from the...",December,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
Omnipresence,Georgia Douglas Johnson,Johnson,"Whether I travel by land or by sea,
There is a face that is ever with...",June,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Beautiful Eyes,Georgia Douglas Johnson,Johnson,"Eyes like the violet -- in them I see
All that is fair, that is holy...",June,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
The Greatest of These is Love,D.J. Jordan,Jordan,"No pleasing speech nor prophet's gift,
Nor worldly learning, though profound,
Nor yet e'en faith, that mountains...",May,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Atlanta,Predom. Black,
Winter's Shroud,Azalia E. Martin,Martin,"The clouds descend and darken,
Wild blows the gale and cold;
The trees to the storm blasts...",February,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Spring,Azalia E. Martin,Martin,"I hear a happy little song,
That comes up from the earth;
'Tis voices of the waking...",April,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Little Maid,Azalia E. Martin,Martin,"Flowers are blooming everywhere,
   Little maid;
Making sweet the balmy air,
   Little...",May,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
A Song to the Flowers,Azalia E. Martin,Martin,"The eye beholds the flowers in storied beauty,
That Nature's floor bedeck in royal state;
In every...",June,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Phantoms,Azalia E. Martin,Martin,"The shades of evening round my door are falling,
The last bright beams of sunlight fade...",July,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
August,Azalia E. Martin,Martin,"Tis sultry noon;
The warm and lazy winds blow o'er the plain,
Bearing the perfume of the...",August ,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Meditation,Azalia E. Martin,Martin,"I look today
From out the windows of this earthly home,
And catch a vista of the...",September,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Autumn's Lullaby,Azalia E. Martin,Martin,"Blow gently, breezes, the old year is waning,
Is ebbing, is drifting, and soon will be...",October,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
November,Azalia E. Martin,Martin,"There is a stillness in the voice of song,-
The feathered creatures from the trees have...",November,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
A December Day,Azalia E. Martin,Martin,"Slowly the dawn is passing, slowly the daylight breaks,
Over the frozen landscape, drowsily life awakes;
...",December,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
The Hucksters,Ann Melody,Melody,"Tis summer and the blue bird's song
Is ringing over hill and plain;
The meadow brooks flow...",August ,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
The Afro-American Plea,Kelly Miller,Miller,"O Thou who heard the wailful plea
Of our forebears on bended knee,
And broke their bonds...",December,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,"Religion: the Black Church, Slavery",,Atlanta,Predom. Black,
To a Lady With Blue Eyes,Alice Ward Smith,Smith,"There's a pretty maid, but I'm afraid
   To give her name to you.
She...",January,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Aux Pauvres,Alice Ward Smith,Smith,"I had so many ships at sea,
That had they all come home to me,
No port...",November,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Vesper Bells,Sarah S. Stewart,Stewart,"In the west the sun is dying.
Fading slowly now from sight,
And the hours are swiftly...",August ,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Holy Evening,Sarah S. Stewart,Stewart,"Quiet, restful shades are stealing
Softly o'er the peaceful earth,
And my soul with subdued feeling
Turns from...",October,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
Strength to Smile,Ethel Chestnutt Williams,Williams,"Bitter the wind, the path is rough,
Spent is my soul as I plod my mile;
I...",July,1905,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,female,,,Atlanta,Predom. Black,
The Voice of the Negro ,(Anonymous),(Anonymous),"I hear a voice,--a plaintive, patient sound,
   A whisper low,
A murmur soft, steals...",January,1906,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,,"Progress and Racial Uplift, Civil War, Slavery",,Atlanta,Predom. Black,
The Summons,John Henry Adams,Adams,"Why stand ye there face down, strong man?
Lamenting o'er the years thou'st spent
Inserving paler men...",April,1906,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,Progress and Racial Uplift,,Atlanta,Predom. Black,
The Awakening,John Henry Adams,Adams,"Thou Black, with matchless strength, wake up!
These years of untold schemes to keep
Thee drinking bitters...",February,1906,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,Progress and Racial Uplift,,Atlanta,Predom. Black,
Paul Lawrence Dunbar ,Benjamin Griffith Brawley,Brawley,"And so thou'rt gone, O brother to the night!
After the years of waiting and the...",April,1906,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",Elegy,male,"Intertext, Paul Laurence Dunbar",,Atlanta,Predom. Black,
First Sight ,Benjamin Griffith Brawley,Brawley,"I did not dream when first I saw you, dear,
That I should ever love you--...",June,1906,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",Sonnet,male,,,Atlanta,Predom. Black,
To One Untrue ,Benjamin Griffith Brawley,Brawley,"Oft I remember all the golden days
And all the many gilded nights full-blown
With murmured music...",May,1906,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",Sonnet,male,,,Atlanta,Predom. Black,
Lucinda Totten,C. Morton Brown,Brown,"Once there lived three common people
In a log hut with no steeple
   A...",May,1906,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,"Labor, Slavery",,Atlanta,Predom. Black,
The Gate of Nevermore,Simson Oliver Clayton,Clayton,"All things of earth may soon or late
Pass quietly through an open gate
  ...",October,1906,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,Paul Laurence Dunbar,,Atlanta,Predom. Black,
Tribute to Paul Laurence Dunbar,James D. Corrothers,Corrothers,"There came a dark youth singing in the dawn
Of a new freedom, to a mellow...",March,1906,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",Sonnet,male,"Intertext, Paul Laurence Dunbar",,Atlanta,Predom. Black,
